Case Number,Year,Type,time,Country,Activity,sex,age,fatal
1989.01.26.a,1989.0,Unprovoked,Morning,USA,Kayaking,F,24.0,Y
1989.01.20.b,1989.0,Unprovoked,,USA,boarding,M,10.0,N
1989.01.20.a,1989.0,Unprovoked,Afternoon,SOUTH AFRICA,Lifesaving,M,19.0,N
1989.01.08,1989.0,Unprovoked,,USA,Swimming,M,,Y
1989.01.03,1989.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,17.0,N
1989.00.00.b,1989.0,Unprovoked,,PAPUA NEW GUINEA,feeding,F,,N
1989.00.00.a,1989.0,Unprovoked,,USA,Spearfishing,M,,N
1988.12.15,1988.0,Unprovoked,,CHILE,Skindiving,M,,Y
1988.11.08,1988.0,Sea Disaster,Morning,AUSTRALIA,,M,17.0,Y
1988.11.07,1988.0,Sea Disaster,Nightfall,AUSTRALIA,,M,62.0,Y
1988.10.24,1988.0,Sea Disaster,,PHILIPPINES,,,,Y
1988.10.23,1988.0,Unprovoked,Afternoon,USA,Surfing,M,21.0,N
1988.10.22,1988.0,Unprovoked,,AUSTRALIA,Surfing,M,38.0,N
1988.10.14,1988.0,Unprovoked,,USA,Surfing,M,15.0,N
1988.10.11,1988.0,Unprovoked,X,USA,Surfing,M,30.0,N
1988.10.10,1988.0,Unprovoked,Afternoon,USA,Surfing,M,23.0,N
1988.10.06,1988.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,15.0,N
1988.10.00,1988.0,Unprovoked,,USA,Wading,F,23.0,N
1988.09.28,1988.0,Unprovoked,Afternoon,USA,Surfing,M,21.0,N
1988.09.13.b,1988.0,Unprovoked,Afternoon,USA,Walking,F,,N
1988.09.13.a,1988.0,Unprovoked,Afternoon,USA,Snorkeling,M,38.0,Y
1988.08.22.b,1988.0,Provoked,,USA,Diving,M,,N
1988.08.22.a,1988.0,Unprovoked,,ITALY,,M,16.0,N
1988.08.19,1988.0,Unprovoked,,JAPAN,,M,,N
1988.08.11,1988.0,Unprovoked,Morning,USA,Surfing,M,27.0,N
1988.07.23,1988.0,Unprovoked,,BAHAMAS,diving,M,,N
1988.07.19,1988.0,Unprovoked,,BAHAMAS,Spearfishing,M,28.0,N
1988.07.17,1988.0,Unprovoked,,BAHAMAS,Diving,M,35.0,N
1988.07.11,1988.0,Unprovoked,Morning,USA,Swimming,F,15.0,N
1988.07.04.b,1988.0,Unprovoked,Afternoon,USA,boarding,M,37.0,N
1988.07.04.a,1988.0,Unprovoked,,BAHAMAS,Snorkeling,M,,N
1988.07.00,1988.0,Unprovoked,,BAHAMAS,Spearfishing,M,,N
1988.06.19,1988.0,Unprovoked,Morning,SOUTH AFRICA,Spearfishing,M,36.0,N
1988.06.16,1988.0,Unprovoked,,USA,diving,M,42.0,N
1988.06.09,1988.0,Unprovoked,Afternoon,USA,Sittting,M,37.0,N
1988.06.05,1988.0,Unprovoked,Afternoon,USA,Swimming,M,12.0,N
1988.06.01,1988.0,Unprovoked,Morning,USA,Surfing,M,25.0,N
1988.05.27,1988.0,Unprovoked,,SOUTH KOREA,diving,F,38.0,Y
1988.05.10,1988.0,Unprovoked,Afternoon,USA,Surfing,M,31.0,N
1988.05.04,1988.0,Unprovoked,Morning,USA,Surfing,M,29.0,N
1988.04.28,1988.0,Unprovoked,Afternoon,REUNION,,M,,Y
1988.04.24,1988.0,Unprovoked,,USA,Surfing,M,,N
1988.04.15a,1988.0,Unprovoked,Afternoon,USA,Swimming,M,24.0,N
1988.04.15.b,1988.0,Invalid,,USA,,M,,
1988.04.14.b,1988.0,Unprovoked,,USA,Surfing,M,14.0,N
1988.04.14.a,1988.0,Unprovoked,,USA,Windsurfing,M,,N
1988.04.10,1988.0,Invalid,,SOUTH AFRICA,,F,,
1988.03.31,1988.0,Unprovoked,,USA,Standing,F,30.0,N
1988.03.25,1988.0,Unprovoked,,USA,surfing,M,,N
1988.03.16,1988.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,17.0,N
1988.03.14,1988.0,Unprovoked,Afternoon,REUNION,Surfing,M,,N
1988.02.15,1988.0,Boat,,SOUTH AFRICA,,,,N
1988.02.14,1988.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,20.0,N
1988.02.13,1988.0,Unprovoked,Morning,SOUTH AFRICA,Lying,F,15.0,N
1988.02.12,1988.0,Boat,,AUSTRALIA,fishing,,,N
1988.02.02,1988.0,Unprovoked,,Fiji,Diving,M,22.0,N
1988.01.27,1988.0,Invalid,Morning,SOUTH AFRICA,Surfing,M,22.0,
1988.01.21,1988.0,Invalid,,AUSTRALIA,fishing,M,,
1988.01.14,1988.0,Provoked,,USA,Fishing,M,,N
1988.01.06,1988.0,Provoked,Morning,SOUTH AFRICA,Attempting,M,33.0,N
1988.01.05.R,1988.0,Provoked,,SOUTH AFRICA,Returning,,,N
1988.00.00.c,1988.0,Unprovoked,,AUSTRALIA,Surfing,M,12.0,N
1987.12.20,1987.0,Sea Disaster,,PHILIPPINES,,,,Y
1987.12.17,1987.0,Unprovoked,Afternoon,USA,Surfing,M,16.0,N
1987.12.13,1987.0,Invalid,,AUSTRALIA,,F,16.0,
1987.11.21,1987.0,Unprovoked,,USA,Surfing,M,15.0,N
1987.11.00,1987.0,Invalid,,SOUTH AFRICA,,M,,
1987.10.26,1987.0,Unprovoked,Afternoon,USA,Surfing,M,20.0,N
1987.10.25,1987.0,Invalid,Afternoon,SOUTH AFRICA,boarding,M,14.0,
1987.10.11,1987.0,Unprovoked,Afternoon,SOUTH AFRICA,Spearfishing,M,21.0,N
1987.10.06,1987.0,Sea Disaster,,DOMINICAN REPUBLIC,,,,Y
1987.09.18,1987.0,Unprovoked,,AUSTRALIA,Diving,M,47.0,Y
1987.09.13,1987.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,24.0,N
1987.08.20,1987.0,Unprovoked,Morning,USA,Wading,M,12.0,N
1987.08.15,1987.0,Unprovoked,Morning,USA,Surfing,M,40.0,N
1987.07.21,1987.0,Unprovoked,Morning,USA,Surfing,M,27.0,N
1987.07.12.b,1987.0,Unprovoked,Afternoon,USA,surfing,F,32.0,N
1987.07.12.a,1987.0,Unprovoked,Afternoon,USA,Wading,F,16.0,N
1987.07.11,1987.0,Boat,,USA,Dropping,,,N
1987.07.09,1987.0,Unprovoked,Afternoon,BAHAMAS,Snorkeling,M,35.0,N
1987.07.00,1987.0,Unprovoked,,BAHAMAS,Spearfishing,M,,N
1987.06.13,1987.0,Provoked,Afternoon,USA,Fishing,M,,N
1987.05.25,1987.0,Unprovoked,,USA,,M,12.0,N
1987.05.08,1987.0,Unprovoked,,USA,Surfing,M,,N
1987.05.06,1987.0,Provoked,,AUSTRALIA,Fishing,M,34.0,N
1987.04.19,1987.0,Invalid,,SOUTH AFRICA,Fishing,M,,
1987.04.18,1987.0,Unprovoked,Afternoon,USA,Swimming,F,16.0,N
1987.04.15,1987.0,Unprovoked,,USA,Swimming,M,,Y
1987.04.01,1987.0,Unprovoked,Afternoon,VANUATU,Swimming,M,8.0,Y
1987.03.30.b,1987.0,Unprovoked,,AUSTRALIA,Surfing,M,18.0,N
1987.03.30.a,1987.0,Provoked,,SOUTH AFRICA,,,,N
1987.02.28,1987.0,Unprovoked,,USA,Windsurfing,M,,N
1987.02.19,1987.0,Sea Disaster,,SOLOMON ISLANDS,,,,Y
1987.01.28,1987.0,Unprovoked,Afternoon,SOUTH AFRICA,Spearfishing,M,30.0,N
1987.01.06,1987.0,Unprovoked,Morning,AUSTRALIA,Swimming,M,37.0,N
1987.00.00.b,1987.0,Invalid,,MONTENEGRO,,M,,
1987.00.00.a,1987.0,Boat,,ITALY,,M,,N
1986.12.31,1986.0,Unprovoked,Afternoon,SOUTH AFRICA,Spearfishing,M,,N
1986.12.22,1986.0,Unprovoked,Afternoon,SOUTH AFRICA,boarding,M,21.0,Y
1986.12.11,1986.0,Unprovoked,Afternoon,USA,Surfing,M,40.0,N
1986.12.06.b,1986.0,Unprovoked,,BAHAMAS,ditching,M,37.0,N
1986.12.06.a,1986.0,Unprovoked,Morning,USA,diving,M,27.0,N
1986.12.04,1986.0,Invalid,,SOUTH AFRICA,Spearfishing,M,22.0,
1986.12.00,1986.0,Unprovoked,,NEW CALEDONIA,Spearfishing,,,N
1986.11.30,1986.0,Unprovoked,Morning,USA,Surfing,M,17.0,N
1986.11.19,1986.0,Unprovoked,Morning,USA,Surfing,M,26.0,N
1986.11.04,1986.0,Unprovoked,,USA,Surfing,M,23.0,N
1986.10.17,1986.0,Provoked,,SOUTH AFRICA,Meshing,M,,N
1986.10.03,1986.0,Unprovoked,Afternoon,USA,Swimming,F,6.0,N
1986.10.05,1986.0,Unprovoked,Morning,SOUTH AFRICA,Racing,M,32.0,N
1986.10.01,1986.0,Unprovoked,,AUSTRALIA,,,,UNKNOWN
1986.10.00,1986.0,Unprovoked,,USA,Surfing,M,28.0,N
1986.09.22.R,1986.0,Invalid,,USA,,,,
1986.09.00.b,1986.0,Unprovoked,,USA,Surfing,,,N
1986.09.00.a,1986.0,Unprovoked,,USA,Surfing,,18.0,N
1986.08.19,1986.0,Unprovoked,,USA,Surfing,,16.0,N
1986.08.10,1986.0,Invalid,Morning,SOUTH AFRICA,Spearfishing,M,35.0,
1986.08.03,1986.0,Unprovoked,,AUSTRALIA,diving,F,,N
1986.08.00,1986.0,Unprovoked,,FRANCE,,,,N
1986.07.26,1986.0,Boat,,AUSTRALIA,Fishing,,,N
1986.07.09,1986.0,Unprovoked,,USA,,M,8.0,N
1986.07.00.a,1986.0,Unprovoked,Afternoon,SOUTH AFRICA,Spearfishing,M,26.0,N
1986.05.18,1986.0,Unprovoked,,AUSTRALIA,diving,M,,N
1986.05.15,1986.0,Unprovoked,,SOUTH KOREA,diving,M,,Y
1986.04.20,1986.0,Unprovoked,,USA,,M,,Y
1986.04.00,1986.0,Unprovoked,,SPAIN,Diving,M,,N
1986.03.18,1986.0,Unprovoked,Morning,SPAIN,Windsurfing,M,,N
1986.03.15,1986.0,Unprovoked,Afternoon,SOUTH AFRICA,Treading,M,26.0,N
1986.03.05,1986.0,Unprovoked,,SOUTH AFRICA,Surfing,M,23.0,N
1986.02.18,1986.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,21.0,N
1986.02.17,1986.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,,N
1986.02.07,1986.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,46.0,N
1986.02.06,1986.0,Unprovoked,Afternoon,SOUTH AFRICA,Spearfishing,M,29.0,N
1986.02.01,1986.0,Unprovoked,Morning,AUSTRALIA,Surfing,M,29.0,N
1986.01.12,1986.0,Unprovoked,Morning,USA,Surfing,M,22.0,N
1986.00.00,1986.0,Unprovoked,Afternoon,USA,Surfing,M,16.0,N
1985.12.22,1985.0,Unprovoked,,SOUTH AFRICA,Surfing,M,,N
1985.12.10,1985.0,Unprovoked,,USA,,M,,N
1985.11.11,1985.0,Provoked,Afternoon,AUSTRALIA,Fishing,M,,N
1985.11.05,1985.0,Boat,,USA,,,,N
1985.11.03,1985.0,Provoked,,USA,Fishing,M,24.0,N
1985.10.24,1985.0,Unprovoked,Morning,SOUTH AFRICA,boarding,M,22.0,N
1985.10.22,1985.0,Unprovoked,Afternoon,USA,diving,M,46.0,N
1985.10.18,1985.0,Unprovoked,,USA,boarding,M,33.0,N
1985.10.12,1985.0,Unprovoked,,USA,Floating,M,24.0,N
1985.10.05,1985.0,Provoked,,USA,Fishing,M,,N
1985.09.28,1985.0,Unprovoked,,USA,diving,M,,N
1985.09.08.b,1985.0,Invalid,,SOUTH AFRICA,Swimming,M,21.0,
1985.09.08.a,1985.0,Unprovoked,Afternoon,USA,diving,M,,N
1985.09.05,1985.0,Invalid,Afternoon,USA,Swimming,M,17.0,
1985.08.22,1985.0,Unprovoked,,USA,Wading,M,87.0,N
1985.08.20,1985.0,Invalid,Afternoon,USA,Wading,M,11.0,
1985.08.17,1985.0,Invalid,Morning,USA,diving,M,67.0,
1985.07.25.b,1985.0,Unprovoked,Afternoon,USA,Wading,F,13.0,N
1985.07.25.a,1985.0,Unprovoked,Morning,USA,Surfing,M,15.0,N
1985.07.21,1985.0,Boat,,USA,fishing,,,N
1985.07.19,1985.0,Unprovoked,,USA,Playing,F,10.0,N
1985.07.00,1985.0,Unprovoked,Afternoon,ITALY,Snorkeling,M,13.0,N
1985.05.26,1985.0,Unprovoked,,USA,lying,M,,N
1985.05.08,1985.0,Provoked,,SOUTH AFRICA,Spearfishing,M,39.0,N
1985.03.16,1985.0,Unprovoked,,USA,Surfing,M,25.0,N
1985.03.03,1985.0,Unprovoked,Afternoon,AUSTRALIA,diving,F,33.0,Y
1985.02.18,1985.0,Unprovoked,Afternoon,USA,Diving,M,29.0,N
1985.02.03,1985.0,Unprovoked,Afternoon,USA,Surfing,M,16.0,N
1985.01.27,1985.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,15.0,N
1985.01.18,1985.0,Invalid,,SOUTH AFRICA,,M,,
1985.01.17,1985.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,18.0,N
1985.01.16,1985.0,Boat,,NEW ZEALAND,Investigating,,,N
1985.01.04,1985.0,Unprovoked,Morning,SOUTH AFRICA,Spearfishing,M,34.0,N
1985.01.00.b,1985.0,Unprovoked,,NEW CALEDONIA,Spearfishing,,,N
1985.01.00.a,1985.0,Provoked,Morning,SOUTH AFRICA,Spearfishing,M,20.0,N
1985.00.00.f,1985.0,Unprovoked,,VANUATU,,M,,Y
1985.00.00.a,1985.0,Unprovoked,,IRAN,Fishing,M,,Y
1984.12.03,1984.0,Boat,,ITALY,,,,N
1984.11.30,1984.0,Unprovoked,Afternoon,AUSTRALIA,Sailing,M,16.0,Y
1984.11.11,1984.0,Unprovoked,,USA,Surfing,M,13.0,N
1984.11.04,1984.0,Provoked,,USA,Spearfishing,M,29.0,N
1984.10.21.b,1984.0,Invalid,Afternoon,USA,Swimming,M,22.0,
1984.10.21,1984.0,Unprovoked,Afternoon,USA,Surfing,F,23.0,N
1984.10.17,1984.0,Invalid,Afternoon,USA,Wading,F,77.0,
1984.10.14.a,1984.0,Unprovoked,Afternoon,USA,Surfing,M,15.0,N
1984.09.30.b,1984.0,Unprovoked,Afternoon,USA,Surfing,M,25.0,N
1984.09.30.a,1984.0,Unprovoked,Morning,USA,diving,M,,N
1984.09.23,1984.0,Unprovoked,Afternoon,USA,Surfing,M,17.0,N
1984.09.22.b,1984.0,Unprovoked,,USA,Swimming,M,,N
1984.09.22.a,1984.0,Unprovoked,Morning,USA,Surfing,M,16.0,N
1984.09.19,1984.0,Unprovoked,,USA,Swimming,,,UNKNOWN
1984.09.17,1984.0,Unprovoked,Afternoon,USA,Wading,M,,N
1984.09.15,1984.0,Unprovoked,Morning,USA,Skindiving,M,28.0,Y
1984.09.11,1984.0,Provoked,Afternoon,MEXICO,Spearfishing,M,,N
1984.08.24,1984.0,Invalid,,USA,,F,31.0,
1984.08.07,1984.0,Unprovoked,,INDONESIA,foundering,M,,Y
1984.07.24.b,1984.0,Unprovoked,Afternoon,USA,Swimming,F,13.0,N
1984.07.24.a,1984.0,Unprovoked,Afternoon,USA,Swimming,F,18.0,N
1984.07.22,1984.0,Invalid,Morning,SOUTH AFRICA,Spearfishing,M,21.0,
1984.07.01,1984.0,Unprovoked,Afternoon,USA,During,M,30.0,N
1984.07.00.a,1984.0,Unprovoked,,SOUTH AFRICA,Spearfishing,M,,N
1984.06.15,1984.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,27.0,N
1984.06.03.b,1984.0,Unprovoked,Afternoon,USA,Towing,F,13.0,N
1984.06.03,1984.0,Unprovoked,,VANUATU,Swimming,M,,Y
1984.05.31,1984.0,Unprovoked,Afternoon,SOUTH AFRICA,Spearfishing,M,28.0,N
1984.03.17,1984.0,Invalid,,SOMALIA,,M,,
1984.03.14,1984.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,,N
1984.03.10,1984.0,Boat,,SOUTH AFRICA,Rowing,M,,N
1984.03.01,1984.0,Unprovoked,,AUSTRALIA,,,,UNKNOWN
1984.02.18,1984.0,Provoked,Night,SOUTH AFRICA,Fishing,M,,N
1984.02.17,1984.0,Provoked,Morning,SOUTH AFRICA,diving,M,33.0,N
1984.02.12,1984.0,Invalid,,SOUTH AFRICA,,,,
1984.02.11,1984.0,Unprovoked,,AUSTRALIA,Spearfishing,M,27.0,N
1984.01.05,1984.0,Unprovoked,Morning,SOUTH AFRICA,Swimming,M,14.0,N
1984.01.04,1984.0,Unprovoked,,SOUTH AFRICA,,F,14.0,Y
1984.00.00.b,1984.0,Provoked,,USA,,M,,N
1984.00.00.a,1984.0,Unprovoked,,USA,Surfing,M,,N
1983.12.30,1983.0,Invalid,Night,GREECE,Spearfishing,M,36.0,
1983.12.25,1983.0,Unprovoked,Afternoon,USA,Surfing,M,17.0,N
1983.12.24,1983.0,Unprovoked,,AUSTRALIA,diving,M,48.0,N
1983.12.22,1983.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,16.0,N
1983.12.21,1983.0,Unprovoked,Morning,SOUTH AFRICA,Swimming,M,47.0,N
1983.12.07,1983.0,Invalid,,SOUTH AFRICA,,M,,
1983.11.21,1983.0,Sea Disaster,,PHILIPPINES,,M,,N
1983.11.10.R,1983.0,Unprovoked,,USA,Surfing,M,15.0,N
1983.11.10,1983.0,Invalid,,SOUTH AFRICA,Swimming,F,,
1983.10.17.a,1983.0,Unprovoked,,USA,Surfing,M,16.0,N
1983.10.13,1983.0,Unprovoked,,USA,Wading,M,20.0,N
1983.09.04,1983.0,Unprovoked,,USA,Standing,M,15.0,N
1983.08.20.b,1983.0,Unprovoked,Morning,USA,Surfing,M,,N
1983.08.20.a,1983.0,Unprovoked,Morning,SOUTH AFRICA,Spearfishing,M,29.0,N
1983.08.15,1983.0,Unprovoked,Morning,USA,Swimming,F,14.0,N
1983.08.13.b,1983.0,Provoked,,USA,Skindiving,M,14.0,N
1983.08.13.a,1983.0,Unprovoked,Morning,USA,Diving,F,22.0,N
1983.08.06,1983.0,Boat,,USA,Fishing,,,N
1983.07.26,1983.0,Sea Disaster,Night,AUSTRALIA,Swimming,F,21.0,Y
1983.07.25.b,1983.0,Sea Disaster,Night,AUSTRALIA,Swimming,M,24.0,Y
1983.07.25.a,1983.0,Sea Disaster,Night,AUSTRALIA,,M,28.0,N
1983.07.15,1983.0,Unprovoked,,SOUTH AFRICA,Surfing,M,,N
1983.07.12.b,1983.0,Unprovoked,Afternoon,USA,Windsurfing,F,39.0,N
1983.07.12.a,1983.0,Unprovoked,Afternoon,BAHAMAS,Spearfishing,M,13.0,N
1983.07.05,1983.0,Unprovoked,,USA,Floating,M,17.0,N
1983.06.29,1983.0,Unprovoked,Morning,USA,Swimming,M,42.0,N
1983.06.22,1983.0,Unprovoked,Afternoon,BAHAMAS,Spearfishing,M,15.0,Y
1983.06.20,1983.0,Unprovoked,Afternoon,USA,Surfing,M,21.0,N
1983.06.15,1983.0,Unprovoked,Morning,BAHAMAS,,M,30.0,N
1983.06.15,1983.0,Invalid,,ITALY,diving,M,,
1983.06.00,1983.0,Unprovoked,Afternoon,BAHAMAS,Spearfishing,M,,N
1983.05.31,1983.0,Unprovoked,Night,USA,Water-skiing,M,21.0,N
1983.05.24,1983.0,Unprovoked,,USA,Surfing,M,15.0,N
1983.05.21,1983.0,Unprovoked,Afternoon,USA,Surfing,M,22.0,N
1983.04.19,1983.0,Unprovoked,,USA,Surfing,M,,UNKNOWN
1983.04.12,1983.0,Unprovoked,Afternoon,SOUTH AFRICA,Fishing,M,27.0,N
1983.04.02.b,1983.0,Unprovoked,Morning,USA,Surfing,M,16.0,N
1983.04.02.a,1983.0,Invalid,,SOUTH AFRICA,,M,,
1983.03.30.a,1983.0,Unprovoked,Morning,SOUTH AFRICA,Spearfishing,M,17.0,N
1983.03.22,1983.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,,N
1983.03.10,1983.0,Unprovoked,,USA,Surfing,M,,N
1983.03.00,1983.0,Unprovoked,,NEW CALEDONIA,,,,N
1983.02.20,1983.0,Unprovoked,Afternoon,SOUTH AFRICA,Paddleskiing,M,16.0,N
1983.01.24,1983.0,Provoked,,USA,Fishing,M,43.0,N
1983.01.15,1983.0,Invalid,,SOUTH AFRICA,,M,,
1983.01.10,1983.0,Unprovoked,Afternoon,SOUTH AFRICA,Windsurfing,M,22.0,N
1983.01.08,1983.0,Unprovoked,Afternoon,SOUTH AFRICA,Spearfishing,M,32.0,N
1983.00.00.d,1983.0,Unprovoked,,,Swimming,M,,N
1983.00.00.c,1983.0,Unprovoked,,VANUATU,,M,,Y
1983.00.00.b,1983.0,Provoked,,USA,Fishing,M,,N
1982.11.00,1982.0,Unprovoked,,USA,,M,,N
1982.10.13,1982.0,Unprovoked,Morning,USA,Windsurfing,M,26.0,N
1982.09.30.b,1982.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,16.0,N
1982.09.30.a,1982.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,16.0,N
1982.09.27,1982.0,Unprovoked,Afternoon,USA,Surfing,M,20.0,N
1982.09.25,1982.0,Unprovoked,Morning,USA,Diving,M,36.0,N
1982.09.19,1982.0,Unprovoked,Afternoon,USA,diving,M,28.0,N
1982.09.04,1982.0,Invalid,,USA,,M,,
1982.08.29.c,1982.0,Unprovoked,,JAPAN,,M,,Y
1982.08.29.b,1982.0,Invalid,Morning,USA,Surfing,M,17.0,
1982.08.29.a,1982.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,F,18.0,N
1982.08.00,1982.0,Unprovoked,,TUNISIA,Windsurfing,M,,N
1982.07.31,1982.0,Invalid,Afternoon,SOUTH AFRICA,boarding,M,20.0,
1982.07.24.b,1982.0,Unprovoked,Afternoon,SOUTH AFRICA,Paddleskiing,M,38.0,N
1982.07.24.a,1982.0,Unprovoked,Morning,USA,Boarding,M,26.0,N
1982.07.19,1982.0,Unprovoked,Afternoon,USA,Swimming,M,17.0,N
1982.07.11,1982.0,Invalid,,USA,Swimming,M,43.0,
1982.07.01,1982.0,Unprovoked,Afternoon,USA,Swimming,F,19.0,N
1982.07.00,1982.0,Unprovoked,,NEW CALEDONIA,,,,N
1982.06.29,1982.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,27.0,Y
1982.06.26.b,1982.0,Unprovoked,Afternoon,USA,Swimming,M,20.0,N
1982.06.26.a,1982.0,Unprovoked,,BAHAMAS,Spearfishing,M,19.0,N
1982.06.25,1982.0,Unprovoked,Morning,USA,,F,8.0,N
1982.06.13,1982.0,Unprovoked,,USA,,M,,N
1982.05.00,1982.0,Invalid,,USA,,F,33.0,
1982.03.10,1982.0,Unprovoked,Afternoon,USA,Surfing,M,16.0,N
1982.03.07,1982.0,Unprovoked,Afternoon,AUSTRALIA,Surfing,M,20.0,Y
1982.03.00,1982.0,Unprovoked,,NEW CALEDONIA,Spearfishing,M,,N
1982.02.28,1982.0,Unprovoked,,AUSTRALIA,Spearfishing,M,32.0,Y
1982.02.27,1982.0,Unprovoked,,USA,Surfing,M,18.0,N
1982.02.17,1982.0,Provoked,,SOUTH AFRICA,Fishing,M,,N
1982.02.14.b,1982.0,Unprovoked,,USA,Wading,F,,N
1982.02.14.a,1982.0,Unprovoked,,USA,Swimming,F,,N
1982.02.13,1982.0,Unprovoked,Prior to 10h37,USA,Swimming,F,75.0,Y
1982.02.07.a,1982.0,Unprovoked,Morning,USA,diving,M,,N
1982.02.07..b,1982.0,Unprovoked,,USA,Diving,M,29.0,Y
1982.01.29,1982.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,20.0,N
1982.00.00.c,1982.0,Boat,,ITALY,,M,,UNKNOWN
1982.00.00.b,1982.0,Boat,,ITALY,Fishing,M,,N
1982.00.00.a,1982.0,Unprovoked,,TUNISIA,Spearfishing,,,UNKNOWN
1981.12.19,1981.0,Unprovoked,Afternoon,USA,Surfing,M,24.0,Y
1981.12.13.b,1981.0,Unprovoked,,AUSTRALIA,,,,N
1981.12.13.a,1981.0,Unprovoked,,USA,swimming,M,,N
1981.11.30,1981.0,Unprovoked,Afternoon,REUNION,Spearfishing,M,,N
1981.10.19.b,1981.0,Provoked,,SOUTH AFRICA,Inspecting,M,,N
1981.11.09,1981.0,Unprovoked,,USA,Diving,M,59.0,N
1981.10.19.a,1981.0,Unprovoked,Morning,USA,Swimming,M,19.0,N
1981.10.17,1981.0,Unprovoked,Morning,USA,Surfing,M,,UNKNOWN
1981.10.16,1981.0,Unprovoked,,USA,Surfing,M,17.0,N
1981.10.01,1981.0,Unprovoked,,USA,Surfing,M,24.0,N
1981.09.28,1981.0,Unprovoked,Afternoon,USA,Surfing,M,28.0,N
1981.09.27,1981.0,Unprovoked,,USA,Surfing,M,,N
1981.09.15,1981.0,Unprovoked,Afternoon,USA,Swimming,M,26.0,Y
1981.09.03.b,1981.0,Unprovoked,Afternoon,USA,Surfing,M,25.0,N
1981.09.03.a,1981.0,Unprovoked,Morning,USA,Surfing,M,24.0,N
1981.08.29,1981.0,Unprovoked,,USA,Surfing,M,15.0,N
1981.08.24.b,1981.0,Provoked,,USA,Spearfishing,M,19.0,N
1981.08.24.a,1981.0,Invalid,,USA,Fishing,M,,
1981.08.10.b,1981.0,Unprovoked,,USA,Diving,M,,N
1981.08.10.a,1981.0,Unprovoked,Daybreak,USA,,F,19.0,Y
1981.08.07,1981.0,Unprovoked,Afternoon,BAHAMAS,Snorkeling,M,53.0,N
1981.07.20,1981.0,Unprovoked,,USA,Swimming,F,16.0,N
1981.07.18,1981.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,32.0,N
1981.07.07,1981.0,Unprovoked,Afternoon,USA,Spearfishing,M,,N
1981.07.01,1981.0,Unprovoked,,SOUTH AFRICA,Catching,M,,N
1981.06.15.R,1981.0,Boat,,ENGLAND,Fishing,M,,N
1981.06.12,1981.0,Invalid,,USA,,M,,
1981.05.24,1981.0,Unprovoked,,USA,spearfishing,M,,Y
1981.05.23,1981.0,Unprovoked,Afternoon,SOUTH KOREA,diving,F,27.0,Y
1981.05.20,1981.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,27.0,N
1981.05.19,1981.0,Unprovoked,,USA,diving,M,32.0,N
1981.05.16,1981.0,Unprovoked,,USA,Diving,M,,N
1981.05.10,1981.0,Unprovoked,Afternoon,SOUTH AFRICA,Surfing,M,19.0,N
1981.05.07,1981.0,Provoked,,NAMIBIA,Finning,M,,N
1981.03.08,1981.0,Sea Disaster,,BERMUDA,Foundering,,,N
1981.05.05,1981.0,Unprovoked,Morning,SOUTH AFRICA,Surfing,M,24.0,N
1981.03.25,1981.0,Unprovoked,Afternoon,USA,Standing,M,19.0,N
1981.03.24,1981.0,Unprovoked,Afternoon,USA,Surfing,M,24.0,N
1981.03.04,1981.0,Unprovoked,Morning,CHILE,diving,M,,N
1981.03.00,1981.0,Unprovoked,,BRAZIL,Diving,,,UNKNOWN
1981.02.19,1981.0,Unprovoked,Afternoon,SOUTH AFRICA,Swimming,M,30.0,N
1981.02.16,1981.0,Unprovoked,,AUSTRALIA,Exercising,M,,N
1981.02.07,1981.0,Unprovoked,,AUSTRALIA,,,,UNKNOWN
1981.02.02,1981.0,Unprovoked,Afternoon,USA,Surfing,M,15.0,N
1981.02.00,1981.0,Unprovoked,,BRAZIL,Spearfishing,,,N
1981.01.30,1981.0,Unprovoked,,USA,spearfishing,M,25.0,N
1981.01.01,1981.0,Invalid,,SOUTH AFRICA,Swimming,M,23.0,
1981.00.00.b,1981.0,Unprovoked,Morning,AUSTRALIA,Surf-skiing,M,27.0,N
